sentence,sentiment,processed_text,positive_score,negative_score,original_pos,original_neg,pos_low,pos_medium,pos_high,neg_low,neg_medium,neg_high,fuzzification_time,fuzzy_sentiment,defuzzified_value,defuzzification_time,final_sentiment,total_processing_time
guess i ll be retiring my g and start using my developer g woot googleio,1,guess retiring start using developer woot googleio,0.318,0.0,0.318,0.0,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,0.0,4.76837158203125e-06,5.998878695890802,5.829998335008356,0.009064912796020508,Neutral,0.009069681167602539
i am happy for philip being at googleio today,1,happy philip googleio today,0.552,0.0,0.552,0.0,0.0,0.7746947835738068,0.2253052164261932,0.0,0.0,0.0,5.0067901611328125e-06,8.31700147093082,5.829998335008346,0.00909113883972168,Neutral,0.009096145629882812
lakers played great cannot wait for thursday night lakers vs,1,lakers played great wait thursday night lakers v,0.565,0.0,0.565,0.0,0.0,0.7458379578246395,0.25416204217536054,0.0,0.0,0.0,5.0067901611328125e-06,8.308403707628493,5.829998335008351,0.00907588005065918,Neutral,0.009080886840820312
judd apatow creates fake sitcom on nbc com to market his new movie viral marketing at its best,1,judd apatow creates fake sitcom nbc com market new movie viral marketing best,0.325,0.16,0.325,0.16,0.2785793562708102,0.7214206437291898,0.0,0.6799999999999999,0.32,0.0,6.198883056640625e-06,5.712782722974614,5.05614241977993,0.009142160415649414,Neutral,0.009148359298706055
viral marketing fail this acia pills brand oughta get shut down for hacking into people s messenger s i get msgs in a day arrrgh,0,viral marketing fail acia pill brand oughta get shut hacking people messenger get msg day argh,0.0,0.189,0.0,0.189,0.0,0.0,0.0,0.622,0.378,0.0,5.0067901611328125e-06,4.663777176369971,1.6700066800267188,0.00899505615234375,Negative,0.009000062942504883
watching night at the museum lmao,1,watching night museum lmao,0.565,0.0,0.565,0.0,0.0,0.7458379578246395,0.25416204217536054,0.0,0.0,0.0,5.0067901611328125e-06,8.308403707628493,5.829998335008351,0.00914311408996582,Neutral,0.009148120880126953
i loved night at the museum,1,loved night museum,0.661,0.0,0.661,0.0,0.0,0.5327413984461709,0.4672586015538291,0.0,0.0,0.0,6.198883056640625e-06,8.2026136663537,5.829998335008361,0.009083747863769531,Neutral,0.009089946746826172
just got back from the movies went to see the new night at the museum with rachel it was good,1,got back movie went see new night museum rachel good,0.244,0.0,0.244,0.0,0.4583795782463929,0.541620421753607,0.0,0.0,0.0,0.0,4.76837158203125e-06,5.565898133693597,5.8299983350083595,0.009180784225463867,Neutral,0.009185552597045898
i will take you on a date to see night at the museum whenever you want it looks soooooo good,1,take date see night museum whenever want look good,0.375,0.0,0.375,0.0,0.16759156492785796,0.832408435072142,0.0,0.0,0.0,0.0,4.76837158203125e-06,6.4673911628321115,5.829998335008349,0.00908803939819336,Neutral,0.00909280776977539
no watching the night at the museum getting really good,1,watching night museum getting really good,0.39,0.0,0.39,0.0,0.13429522752497225,0.8657047724750278,0.0,0.0,0.0,0.0,4.76837158203125e-06,6.61761965158554,5.829998335008359,0.009153127670288086,Neutral,0.009157896041870117
night at the museum wolverine and junk food perfect monday,1,night museum wolverine junk food perfect monday,0.381,0.0,0.381,0.0,0.15427302996670367,0.8457269700332963,0.0,0.0,0.0,0.0,5.9604644775390625e-06,6.525904567450589,5.82999833500836,0.009113073348999023,Neutral,0.009119033813476562
saw night at the museum last night pretty crazy movie but the cast was awesome so it was well worth it robin williams forever,1,saw night museum last night pretty crazy movie cast awesome well worth robin williams forever,0.477,0.101,0.477,0.101,0.0,0.9411764705882354,0.058823529411764636,0.798,0.202,0.0,5.0067901611328125e-06,6.704117195787223,5.150462359844055,0.009059906005859375,Neutral,0.009064912796020508
night at the museum tonite instead of up oh well that yr old better enjoy it lol,0,night museum tonite instead oh well yr old better enjoy lol,0.611,0.0,0.611,0.0,0.0,0.6437291897891233,0.35627081021087675,0.0,0.0,0.0,6.198883056640625e-06,8.266112215087414,5.82999833500836,0.00905299186706543,Neutral,0.00905919075012207
it s unfortunate that after the stimulus plan was put in place twice to help gm on the back of the american people has led to the inevitable,0,unfortunate stimulus plan put place twice help gm back american people led inevitable,0.162,0.18,0.162,0.18,0.6403995560488346,0.35960044395116536,0.0,0.64,0.36,0.0,4.76837158203125e-06,4.9483404499530845,4.342199659997867,0.00915384292602539,Neutral,0.009158611297607422
tell me again why we are giving more to gm we should use that for all the programs that support the unemployed,0,tell giving gm use program support unemployed,0.505,0.0,0.505,0.0,0.0,0.8790233074361821,0.12097669256381796,0.0,0.0,0.0,5.0067901611328125e-06,8.333164976656343,5.829998335008357,0.009117841720581055,Neutral,0.009122848510742188
oh yes but if gm dies it will only be worth more boo hahaha,0,oh yes gm dy worth boo hahaha,0.672,0.0,0.672,0.0,0.0,0.5083240843507214,0.49167591564927865,0.0,0.0,0.0,5.7220458984375e-06,8.18658368006433,5.829998335008356,0.009157896041870117,Neutral,0.009163618087768555
time warner cable is down again rd time since memorial day bummer,0,time warner cable rd time since memorial day bummer,0.0,0.245,0.0,0.245,0.0,0.0,0.0,0.51,0.49,0.0,5.0067901611328125e-06,4.4292745031004985,1.6700066800267208,0.009289979934692383,Negative,0.009294986724853516
i would rather pay reasonable yearly taxes for free fast internet than get gouged by time warner for a slow connection,0,would rather pay reasonable yearly tax free fast internet get gouged time warner slow connection,0.186,0.079,0.186,0.079,0.5871254162042175,0.41287458379578246,0.0,0.842,0.158,0.0,6.198883056640625e-06,5.258603514916543,4.166844934467368,0.009093046188354492,Neutral,0.009099245071411133
nooooooo my dvr just died and i was only half way through the ea presser hate you time warner,0,dvr died half way ea presser hate time warner,0.0,0.51,0.0,0.51,0.0,0.0,0.0,0.0,0.98,0.020000000000000018,5.0067901611328125e-06,1.667323602125946,1.67000668002672,0.009717941284179688,Negative,0.00972294807434082
f ck time warner cable you f cking suck balls i have a hd tv amp my damn hd channels hardly ever come in bullshit,0,ck time warner cable cking suck ball hd tv amp damn hd channel hardly ever come bullshit,0.0,0.395,0.0,0.395,0.0,0.0,0.0,0.20999999999999996,0.79,0.0,5.245208740234375e-06,3.3292624904040875,1.6700066800267204,0.009413957595825195,Negative,0.00941920280456543
time warner has the worse customer service ever i will never use them again,0,time warner worse customer service ever never use,0.0,0.307,0.0,0.307,0.0,0.0,0.0,0.386,0.614,0.0,5.9604644775390625e-06,4.076287990765653,1.6700066800267204,0.00954294204711914,Negative,0.00954890251159668
time warner is the devil worst possible time for the internet to go out,0,time warner devil worst possible time internet go,0.0,0.586,0.0,0.586,0.0,0.0,0.0,0.0,0.8280000000000001,0.17199999999999993,5.9604644775390625e-06,1.7087405997549565,1.6700066800267221,0.00924992561340332,Negative,0.00925588607788086
fuck no internet damn time warner,0,fuck internet damn time warner,0.0,0.674,0.0,0.674,0.0,0.0,0.0,0.0,0.6519999999999999,0.3480000000000001,4.76837158203125e-06,1.8164032338754403,1.6700066800267213,0.00951695442199707,Negative,0.009521722793579102
time warner really picks the worst time to not work all i want to do is get to mtv com so i can watch the hills wtfffff,0,time warner really pick worst time work want get mtv com watch hill wtf,0.063,0.399,0.063,0.399,0.8601553829078802,0.13984461709211987,0.0,0.20199999999999996,0.798,0.0,5.9604644775390625e-06,3.3604752956512653,2.9214049529623343,0.009214162826538086,Negative,0.009220123291015625
i hate time warner soooo wish i had vios cant watch the fricken mets game w o buffering i feel like im watching free internet porn,0,hate time warner wish vios cant watch fricken mets game buffering feel like im watching free internet porn,0.324,0.141,0.324,0.141,0.2807991120976693,0.7192008879023307,0.0,0.718,0.282,0.0,5.7220458984375e-06,5.774742836268614,5.001619942680404,0.009161949157714844,Neutral,0.009167671203613281
ahh got rid of stupid time warner today amp now taking a nap while the roomies cook for me pretty good end for a monday,0,ahh got rid stupid time warner today amp taking nap roomy cook pretty good end monday,0.271,0.151,0.271,0.151,0.39844617092119866,0.6015538290788014,0.0,0.698,0.302,0.0,6.198883056640625e-06,5.441371419219947,4.848256051463906,0.009251832962036133,Neutral,0.009258031845092773
time warner s hd line up is crap,0,time warner hd line crap,0.0,0.394,0.0,0.394,0.0,0.0,0.0,0.21199999999999997,0.788,0.0,5.0067901611328125e-06,3.340014493119857,1.6700066800267197,0.009115934371948242,Negative,0.009120941162109375
is being fucked by time warner cable didnt know modems could explode and susan boyle sucks too,0,fucked time warner cable didnt know modem could explode susan boyle suck,0.0,0.422,0.0,0.422,0.0,0.0,0.0,0.15600000000000003,0.844,0.0,5.0067901611328125e-06,3.0121681486446508,1.6700066800267215,0.009272098541259766,Negative,0.009277105331420898
time warner cable slogan where calling it a day at pm happens,0,time warner cable slogan calling day pm happens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0531158447265625e-06,4.999999999999996,5.0,0.009144067764282227,Neutral,0.009148120880126953
recovering from surgery wishing was here,0,recovering surgery wishing,0.487,0.0,0.487,0.0,0.0,0.9189789123196449,0.08102108768035511,0.0,0.0,0.0,5.0067901611328125e-06,8.046976675040215,5.829998335008357,0.009335994720458984,Neutral,0.009341001510620117
my wrist still hurts i have to get it looked at i hate the dr dentist scary places time to watch eagle eye if you want to join txt,1,wrist still hurt get looked hate dr dentist scary place time watch eagle eye want join txt,0.136,0.399,0.136,0.399,0.6981132075471698,0.3018867924528302,0.0,0.20199999999999996,0.798,0.0,5.7220458984375e-06,3.797614308904287,3.8277282235965986,0.009291887283325195,Neutral,0.009297609329223633
the dentist lied u won t feel any discomort prob won t even need pain pills man u twippin this shit hurt how many pills can i take,0,dentist lied feel discomort prob even need pain pill man twippin shit hurt many pill take,0.0,0.518,0.0,0.518,0.0,0.0,0.0,0.0,0.964,0.03600000000000003,5.0067901611328125e-06,1.66875495100071,1.6700066800267195,0.009238958358764648,Negative,0.009243965148925781
my dentist is great but she s expensive,0,dentist great expensive,0.672,0.0,0.672,0.0,0.0,0.5083240843507214,0.49167591564927865,0.0,0.0,0.0,4.76837158203125e-06,8.18658368006433,5.829998335008356,0.009429693222045898,Neutral,0.00943446159362793
is studing math tomorrow exam and dentist,1,studing math tomorrow exam dentist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291534423828125e-06,4.999999999999996,5.0,0.009202957153320312,Neutral,0.00920724868774414
my dentist was wrong wrong,0,dentist wrong wrong,0.0,0.861,0.0,0.861,0.0,0.0,0.0,0.0,0.278,0.722,5.0067901611328125e-06,1.7674578660717521,1.6700066800267184,0.009337902069091797,Negative,0.00934290885925293
going to the dentist later,0,going dentist later,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245208740234375e-06,4.999999999999996,5.0,0.009233951568603516,Neutral,0.00923919677734375
son has me looking at cars online i hate car shopping would rather go to the dentist anyone with a good car at a good price to sell,0,son looking car online hate car shopping would rather go dentist anyone good car good price sell,0.247,0.157,0.247,0.157,0.45172031076581576,0.5482796892341842,0.0,0.6859999999999999,0.314,0.0,5.245208740234375e-06,5.311596965845444,4.7659022982827155,0.009416818618774414,Neutral,0.009422063827514648
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts how jacked up is that,0,luke got stopped walking safeway asked empty pocket lift shirt jacked,0.0,0.291,0.0,0.291,0.0,0.0,0.0,0.41800000000000004,0.582,0.0,5.245208740234375e-06,4.178307054364629,1.6700066800267193,0.009239912033081055,Negative,0.009245157241821289
safeway is very rock n roll tonight,1,safeway rock roll tonight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291534423828125e-06,4.999999999999996,5.0,0.009443283081054688,Neutral,0.009447574615478516
the safeway bathroom still smells like ass,0,safeway bathroom still smell like as,0.333,0.0,0.333,0.0,0.2608213096559378,0.7391786903440621,0.0,0.0,0.0,0.0,5.7220458984375e-06,6.108573993530554,5.82999833500836,0.009588003158569336,Neutral,0.009593725204467773
at safeway on elkhorn they move like they re dead,0,safeway elkhorn move like dead,0.255,0.439,0.255,0.439,0.4339622641509434,0.5660377358490566,0.0,0.122,0.878,0.0,5.0067901611328125e-06,4.474288071392205,4.513958490658131,0.009350776672363281,Neutral,0.009355783462524414
i love dwight howard s vitamin water commercial now i wish he was with nike and not adidas lol,1,love dwight howard vitamin water commercial wish nike adidas lol,0.665,0.0,0.665,0.0,0.0,0.5238623751387347,0.4761376248612653,0.0,0.0,0.0,4.76837158203125e-06,8.196863573186375,5.829998335008351,0.009341001510620117,Neutral,0.009345769882202148
found nothing at nike factory off to banana republic outlet,0,found nothing nike factory banana republic outlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067901611328125e-06,4.999999999999996,5.0,0.00921010971069336,Neutral,0.009215116500854492
is lovin his nike already and that s only from running on the spot in his bedroom,1,lovin nike already running spot bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0531158447265625e-06,4.999999999999996,5.0,0.009392976760864258,Neutral,0.009397029876708984
i finally got around to using jquery to make my bio collapse yay for slide animations,1,finally got around using jquery make bio collapse yay slide animation,0.218,0.205,0.218,0.205,0.516093229744728,0.4839067702552719,0.0,0.5900000000000001,0.41,0.0,5.7220458984375e-06,5.043838054898781,4.79454185701386,0.009114265441894531,Neutral,0.009119987487792969
right lol we ll get there i have high expectations warren buffet style,1,right lol get high expectation warren buffet style,0.286,0.0,0.286,0.0,0.36514983351831304,0.6348501664816869,0.0,0.0,0.0,0.0,5.245208740234375e-06,5.791483158656965,5.829998335008357,0.010030984878540039,Neutral,0.010036230087280273
rt rt great someone s sitting in the shade today because someone planted a tree a long time ago warren buffet,1,rt rt great someone sitting shade today someone planted tree long time ago warren buffet,0.227,0.0,0.227,0.0,0.4961154273029967,0.5038845726970034,0.0,0.0,0.0,0.0,6.198883056640625e-06,5.4875568719616865,5.829998335008391,0.00915217399597168,Neutral,0.00915837287902832
warren buffet became for a time the richest man in the united states not by working but investing in big idea which lead to the fortune,1,warren buffet became time richest man united state working investing big idea lead fortune,0.341,0.0,0.341,0.0,0.24306326304106546,0.7569367369589346,0.0,0.0,0.0,0.0,5.245208740234375e-06,6.170732640234925,5.829998335008359,0.009195804595947266,Neutral,0.0092010498046875
according to the create a school notre dame will have receivers in ncaa at or higher rating sweet,1,according create school notre dame receiver ncaa higher rating sweet,0.389,0.0,0.389,0.0,0.1365149833518313,0.8634850166481687,0.0,0.0,0.0,0.0,6.198883056640625e-06,6.607185936355181,5.82999833500835,0.009302854537963867,Neutral,0.009309053421020508
it s definitely under warranty amp my experience is the amazon support for kindle is great had to contact them about my kindle,1,definitely warranty amp experience amazon support kindle great contact kindle,0.651,0.0,0.651,0.0,0.0,0.5549389567147613,0.44506104328523866,0.0,0.0,0.0,5.245208740234375e-06,8.216581194946531,5.829998335008349,0.009256124496459961,Neutral,0.009261369705200195
time warner road runner customer support here absolutely blows i hate not having other high speed net options i m ready to go nuclear,0,time warner road runner customer support absolutely blow hate high speed net option ready go nuclear,0.234,0.179,0.234,0.179,0.48057713651498335,0.5194228634850167,0.0,0.642,0.358,0.0,5.9604644775390625e-06,5.188531087522505,4.779487462551273,0.009498834609985352,Neutral,0.00950479507446289
time warner cable phone reps r dumber than nails ugh cable was working mins ago now its not wtf,0,time warner cable phone rep dumber nail ugh cable working min ago wtf,0.0,0.476,0.0,0.476,0.0,0.0,0.0,0.04800000000000004,0.952,0.0,4.76837158203125e-06,2.1715037215202657,1.6700066800267201,0.009330987930297852,Negative,0.009335756301879883
we tried but time warner wasn t being nice so we recorded today,0,tried time warner nice recorded today,0.359,0.0,0.359,0.0,0.2031076581576027,0.7968923418423973,0.0,0.0,0.0,0.0,4.76837158203125e-06,6.320809293288331,5.829998335008352,0.009791851043701172,Neutral,0.009796619415283203
omg time warner f ed up my internet install instead of today its now next saturday another week w o internet amp ehfa v fhg fml,0,omg time warner ed internet install instead today next saturday another week internet amp ehfa fhg fml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0531158447265625e-06,4.999999999999996,5.0,0.009335041046142578,Neutral,0.009339094161987305
wth i have never seen a line this loooong at time warner before ugh,0,wth never seen line long time warner ugh,0.0,0.508,0.0,0.508,0.0,0.0,0.0,0.0,0.984,0.016000000000000014,5.0067901611328125e-06,1.6670899546142592,1.6700066800267195,0.009357213973999023,Negative,0.009362220764160156
impatiently awaiting the arrival of the time warner guy it s way too pretty to be inside all afternoon,0,impatiently awaiting arrival time warner guy way pretty inside afternoon,0.23,0.194,0.23,0.194,0.4894561598224195,0.5105438401775805,0.0,0.612,0.388,0.0,6.198883056640625e-06,5.123987569042104,4.813121465803794,0.00947713851928711,Neutral,0.00948333740234375
naive bayes using em for text classification really frustrating,0,naive bayes using em text classification really frustrating,0.0,0.469,0.0,0.469,0.0,0.0,0.0,0.062000000000000055,0.938,0.0,5.0067901611328125e-06,2.3006186978339205,1.67000668002672,0.009464263916015625,Negative,0.009469270706176758
we went to stanford university today got a tour made me want to go back to college it s also decided all of our kids will go there,1,went stanford university today got tour made want go back college also decided kid go,0.085,0.0,0.085,0.0,0.8113207547169811,0.18867924528301888,0.0,0.0,0.0,0.0,5.245208740234375e-06,5.069155770698362,5.829998335008358,0.009399890899658203,Neutral,0.009405136108398438
if you re being harassed by calls about your car warranty changing your number won t fix that they call every number d bags,0,harassed call car warranty changing number fix call every number bag,0.184,0.248,0.184,0.248,0.5915649278579357,0.40843507214206437,0.0,0.504,0.496,0.0,4.76837158203125e-06,4.771014783615697,4.781288862765463,0.009289026260375977,Neutral,0.009293794631958008
just blocked united blood services using google voice they call more than those car warranty guys,0,blocked united blood service using google voice call car warranty guy,0.201,0.151,0.201,0.151,0.5538290788013318,0.44617092119866814,0.0,0.698,0.302,0.0,5.7220458984375e-06,5.150099135079293,4.503504270266419,0.009180784225463867,Neutral,0.009186506271362305
at amp t is complete fail,0,amp complete fail,0.0,0.636,0.0,0.636,0.0,0.0,0.0,0.0,0.728,0.272,5.9604644775390625e-06,1.763609371983275,1.670006680026721,0.009151220321655273,Negative,0.009157180786132812
oh snap you work at at amp t don t you,0,oh snap work amp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067901611328125e-06,4.999999999999996,5.0,0.00915980339050293,Neutral,0.009164810180664062
i really dont want at amp t phone service they suck when it comes to having a signal,0,really dont want amp phone service suck come signal,0.0,0.386,0.0,0.386,0.0,0.0,0.0,0.22799999999999998,0.772,0.0,5.245208740234375e-06,3.4237452852025703,1.670006680026719,0.009164094924926758,Negative,0.009169340133666992
i say we just cut out the small talk at amp t s new slogan f__k you give us your money apologies to bob geldof,0,say cut small talk amp new slogan fk give u money apology bob geldof,0.084,0.147,0.084,0.147,0.8135405105438401,0.18645948945615984,0.0,0.706,0.294,0.0,6.198883056640625e-06,4.867848877265216,3.3746759277276115,0.009029865264892578,Neutral,0.009036064147949219
pissed about at amp t s mid contract upgrade price for the iphone it s more i m not going to pay for something i thought was,0,pissed amp mid contract upgrade price iphone going pay something thought,0.0,0.384,0.0,0.384,0.0,0.0,0.0,0.23199999999999998,0.768,0.0,4.76837158203125e-06,3.4440630776886234,1.6700066800267197,0.009098052978515625,Negative,0.009102821350097656
safari is fast even on my shitty at amp t tethering,0,safari fast even shitty amp tethering,0.0,0.419,0.0,0.419,0.0,0.0,0.0,0.16200000000000003,0.838,0.0,5.0067901611328125e-06,3.0501588112784805,1.6700066800267215,0.00904393196105957,Negative,0.009048938751220703
what is at amp t fucking up,0,amp fucking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0067901611328125e-06,4.999999999999996,5.0,0.009104013442993164,Neutral,0.009109020233154297
at amp t dropped the ball and isn t supporting crap with the new iphone fail att sucks,0,amp dropped ball supporting crap new iphone fail att suck,0.162,0.503,0.162,0.503,0.6403995560488346,0.35960044395116536,0.0,0.0,0.994,0.006000000000000005,6.198883056640625e-06,3.8528883553353435,3.769674661770532,0.00903177261352539,Neutral,0.009037971496582031
yay glad you got the phone still damn you at amp t,0,yay glad got phone still damn amp,0.489,0.206,0.489,0.206,0.0,0.9145394006659268,0.0854605993340732,0.5880000000000001,0.412,0.0,6.198883056640625e-06,5.8384938987887915,5.358699582577215,0.009207963943481445,Neutral,0.009214162826538086
talk is cheap bing that i ll stick with google,0,talk cheap bing stick google,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245208740234375e-06,4.999999999999996,5.0,0.009050130844116211,Neutral,0.009055376052856445
wtf is the point of deleting tweets if they can still be found in summize and searches twitter please fix that thanks and bye,0,wtf point deleting tweet still found summize search twitter please fix thanks bye,0.274,0.2,0.274,0.2,0.3917869034406215,0.6082130965593785,0.0,0.6,0.4,0.0,4.76837158203125e-06,5.287094491935764,5.013126893881716,0.009016752243041992,Neutral,0.009021520614624023
i love google translator too d good day mate,1,love google translator good day mate,0.64,0.0,0.64,0.0,0.0,0.5793562708102109,0.4206437291897891,0.0,0.0,0.0,5.0067901611328125e-06,8.231246486850418,5.829998335008355,0.009125709533691406,Neutral,0.009130716323852539
reading on my new kindle,1,reading new kindle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76837158203125e-06,4.999999999999996,5.0,0.00921010971069336,Neutral,0.00921487808227539
my kindle came and i love it,1,kindle came love,0.677,0.0,0.677,0.0,0.0,0.4972253052164261,0.5027746947835738,0.0,0.0,0.0,5.0067901611328125e-06,8.179075629473072,5.840186930061616,0.00919485092163086,Neutral,0.009199857711791992
loving my new kindle named her kendra in case u were wondering the cookbook is the tool cuz it tells u all the tricks best gift evr,1,loving new kindle named kendra case wondering cookbook tool cuz tell trick best gift evr,0.474,0.052,0.474,0.052,0.0,0.9478357380688125,0.05216426193118749,0.896,0.104,0.0,5.7220458984375e-06,7.335151227548914,5.05345707103883,0.00904989242553711,Neutral,0.009055614471435547
the real aig scandal,0,real aig scandal,0.0,0.592,0.0,0.592,0.0,0.0,0.0,0.0,0.8160000000000001,0.18399999999999994,5.245208740234375e-06,1.7143277319462566,1.670006680026721,0.009268045425415039,Negative,0.009273290634155273
obama is quite a good comedian check out his dinner speech on cnn very funny jokes,1,obama quite good comedian check dinner speech cnn funny joke,0.651,0.0,0.651,0.0,0.0,0.5549389567147613,0.44506104328523866,0.0,0.0,0.0,5.0067901611328125e-06,8.216581194946531,5.829998335008349,0.009042978286743164,Neutral,0.009047985076904297
barack obama shows his funny side gt gt great speech,1,barack obama show funny side gt gt great speech,0.691,0.0,0.691,0.0,0.0,0.4661487236403997,0.5338512763596003,0.0,0.0,0.0,5.245208740234375e-06,8.157347960050185,5.958761817187714,0.009071826934814453,Neutral,0.009077072143554688
i like this guy barack obama shows his funny side gt gt,1,like guy barack obama show funny side gt gt,0.658,0.0,0.658,0.0,0.0,0.5394006659267481,0.460599334073252,0.0,0.0,0.0,4.76837158203125e-06,8.206865731161837,5.82999833500835,0.009001970291137695,Neutral,0.009006738662719727
obama s speech was pretty awesome last night,1,obama speech pretty awesome last night,0.646,0.0,0.646,0.0,0.0,0.5660377358490566,0.4339622641509434,0.0,0.0,0.0,4.76837158203125e-06,8.223340122399774,5.829998335008356,0.009096860885620117,Neutral,0.009101629257202148
reading bill clinton fail obama win,1,reading bill clinton fail obama win,0.336,0.31,0.336,0.31,0.2541620421753607,0.7458379578246394,0.0,0.38,0.62,0.0,4.76837158203125e-06,5.077139600373503,5.167172050113527,0.009140968322753906,Neutral,0.009145736694335938
obama more popular than u s among arabs survey president barack obama s popularity in leading arab countries,1,obama popular among arab survey president barack obama popularity leading arab country,0.371,0.0,0.371,0.0,0.17647058823529416,0.8235294117647058,0.0,0.0,0.0,0.0,5.0067901611328125e-06,6.429491004550582,5.829998335008357,0.00908517837524414,Neutral,0.009090185165405273
obama s got jokes haha just got to watch a bit of his after dinner speech from last night i m in love with mr president,1,obama got joke haha got watch bit dinner speech last night love mr president,0.461,0.0,0.461,0.0,0.0,0.97669256381798,0.023307436182019997,0.0,0.0,0.0,4.76837158203125e-06,7.560293179834667,5.829998335008352,0.00904393196105957,Neutral,0.009048700332641602
lebron james got in a car accident i guess just heard it on evening news wow i cant believe it will he be ok,0,lebron james got car accident guess heard evening news wow cant believe ok,0.202,0.265,0.202,0.265,0.5516093229744727,0.4483906770255272,0.0,0.47,0.53,0.0,5.245208740234375e-06,4.760831864598214,4.828359569813065,0.009191036224365234,Neutral,0.009196281433105469
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,1,best playoff year oh yea lebron melo final,0.375,0.0,0.375,0.0,0.16759156492785796,0.832408435072142,0.0,0.0,0.0,0.0,5.0067901611328125e-06,6.4673911628321115,5.829998335008349,0.009242773056030273,Neutral,0.009247779846191406
no lebron is the best,1,lebron best,0.808,0.0,0.808,0.0,0.0,0.20643729189789117,0.7935627081021088,0.0,0.0,0.0,5.245208740234375e-06,8.15575737000675,7.216916227895103,0.009206056594848633,Positive,0.009211301803588867
lebron is cool i like his personality he has good character,1,lebron cool like personality good character,0.72,0.0,0.72,0.0,0.0,0.4017758046614873,0.5982241953385127,0.0,0.0,0.0,5.0067901611328125e-06,8.109255395812824,6.22955784732786,0.009232282638549805,Neutral,0.009237289428710938
watching lebron highlights damn that niggas good,1,watching lebron highlight damn nigga good,0.482,0.245,0.482,0.245,0.0,0.9300776914539401,0.06992230854605987,0.51,0.49,0.0,5.9604644775390625e-06,5.616250997670229,5.454265271964043,0.009053945541381836,Neutral,0.009059906005859375
lebron is murdering shit,1,lebron murdering shit,0.0,0.888,0.0,0.888,0.0,0.0,0.0,0.0,0.22399999999999998,0.776,4.76837158203125e-06,1.734992551125899,1.670006680026719,0.00911712646484375,Negative,0.009121894836425781
lebron is a monsta and he is only smh the world ain t ready,1,lebron monsta smh world ready,0.321,0.295,0.321,0.295,0.2874583795782464,0.7125416204217536,0.0,0.41000000000000003,0.59,0.0,4.76837158203125e-06,5.082284449572064,5.170457949045499,0.009044170379638672,Neutral,0.009048938751220703
when lebron is done in the nba he will probably be greater than kobe like u said kobe is good but there alot of good players,1,lebron done nba probably greater kobe like said kobe good alot good player,0.545,0.0,0.545,0.0,0.0,0.7902330743618201,0.20976692563817986,0.0,0.0,0.0,5.9604644775390625e-06,8.320944657462288,5.82999833500836,0.00914311408996582,Neutral,0.00914907455444336
kobe is good bt lebron has my vote,1,kobe good bt lebron vote,0.42,0.0,0.42,0.0,0.06770255271920095,0.9322974472807991,0.0,0.0,0.0,0.0,5.7220458984375e-06,6.96242186772913,5.829998335008338,0.009215831756591797,Neutral,0.009221553802490234
kobe is the best in the world not lebron,0,kobe best world lebron,0.583,0.0,0.583,0.0,0.0,0.7058823529411766,0.29411764705882343,0.0,0.0,0.0,5.0067901611328125e-06,8.293941717425913,5.829998335008356,0.008952140808105469,Neutral,0.008957147598266602
world cup access damn that s a good look,1,world cup access damn good look,0.302,0.281,0.302,0.281,0.3296337402885683,0.6703662597114317,0.0,0.43799999999999994,0.562,0.0,5.0067901611328125e-06,5.070531463548809,5.160049730581994,0.00943899154663086,Neutral,0.009443998336791992
just bought my tickets for the fifa world cup in south africa its going to be a great summer,1,bought ticket fifa world cup south africa going great summer,0.313,0.0,0.313,0.0,0.3052164261931188,0.6947835738068813,0.0,0.0,0.0,0.0,5.245208740234375e-06,5.964181548449541,5.8299983350083595,0.009132862091064453,Neutral,0.009138107299804688
i have to go to booz allen hamilton for a hr meeting but then i get to go home,0,go booz allen hamilton hr meeting get go home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.245208740234375e-06,4.999999999999996,5.0,0.009425163269042969,Neutral,0.009430408477783203
the great indian tamasha truly will unfold from may the result day for indian general election,1,great indian tamasha truly unfold may result day indian general election,0.438,0.0,0.438,0.0,0.027746947835738094,0.9722530521642619,0.0,0.0,0.0,0.0,5.0067901611328125e-06,7.203842759669529,5.82999833500836,0.009123086929321289,Neutral,0.009128093719482422
